Country,PDOid,PDOnam,Registration,Category_of_wine_product,Varieties_OIV,Varieties_Other,Maximum_yield_hl,Maximum_yield_kg,Minimum_planting_density,Irrigation,Amendment,PDOinfo,Municip_nam,begin_lifes
FR,PDO-FR-A0384,Alsace grand cru Froehn,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002017,Zellenberg,04/11/2021
FR,PDO-FR-A0385,Alsace grand cru Engelberg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002055,Dahlenheim/Scharrachbergheim-Irmstett,04/11/2021
FR,PDO-FR-A0386,Alsace grand cru Rangen,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002038,Thann/Vieux-Thann,04/11/2021
FR,PDO-FR-A0387,Alsace grand cru Pfingstberg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002037,Orschwihr,04/11/2021
FR,PDO-FR-A0388,Richebourg,1973-09-18,Wine,Chardonnay B/Pinot Blanc B/Pinot Gris G/Pinot Noir N,na,49,na,9000,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002121,Vosne-Romanée,04/11/2021
FR,PDO-FR-A0389,Crozes-Hermitage / Crozes-Ermitage,1973-09-18,Wine,Marsanne B/Roussanne B/Syrah N,na,50,na,4000,Allowed,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000227,Beaumont-Monteux/Chanos-Curson/Crozes-Hermitage/Gervans/La Roche-De-Glun/Larnage/Mercurol-Veaunes/Pont-De-L'Isère/Serves-Sur-Rhône/Tain-L'Hermitage/Érôme,04/11/2021
FR,PDO-FR-A0390,Côtes du Vivarais,1973-09-18,Wine,Cinsaut N/Clairette B/Grenache Blanc B/Grenache N/Marsanne B/Marselan N/Roussanne B/Syrah N/Viognier B,na,60,na,4000,Allowed,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000226,Barjac/Bidon/Gras/Issirac/Labastide-De-Virac/Lagorce/Larnas/Le Garn/Montclus/Orgnac-L'Aven/Saint-Montan/Saint-Privat-De-Champclos/Saint-Remèze/Vinezac,04/11/2021
FR,PDO-FR-A0391,Crémant de Loire,1976-03-29,Quality Sparkling Wine,Cabernet Franc N/Cabernet Sauvignon N/Chardonnay B/Chenin B/Grolleau Gris G/Grolleau N/Orbois B/Pineau D'Aunis N/Pinot Noir N,na,80,na,4000,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000982,Allonnes/Amboise/Anché/Angers/Angé/Antoigné/Artannes-Sur-Indre/Artannes-Sur-Thouet/Athée-Sur-Cher/Aubigné-Sur-Layon/Avoine/Avon-Les-Roches/Azay-Le-Rideau/Azay-Sur-Cher/Beaulieu-Sur-Layon/Beaumont-En-Véron/Bellevigne-En-Layon/Bellevigne-Les-Châteaux/Benais/Berrie/Blaison-Saint-Sulpice/Blois/Bléré/Bossay-Sur-Claise/Bouchemaine/Bourgueil/Brain-Sur-Allonnes/Brion-Près-Thouet/Brissac Loire Aubance/Brizay/Brossay/Candes-Saint-Martin/Candé-Sur-Beuvron/Cangey/Cellettes/Cernusson/Chailles/Chalonnes-Sur-Loire/Chambray-Lès-Tours/Champtocé-Sur-Loire/Chanceaux-Sur-Choisille/Chançay/Chargé/Chaudefonds-Sur-Layon/Chaumont-Sur-Loire/Cheillé/Chemillé-En-Anjou/Chemillé-Sur-Indrois/Chenonceaux/Cheverny/Chinon/Chissay-En-Touraine/Chisseaux/Chitenay/Choussy/Chouzé-Sur-Loire/Châteauvieux/Châtillon-Sur-Cher/Chémery/Cinais/Cinq-Mars-La-Pile/Civray-De-Touraine/Cizay-La-Madeleine/Cléré-Sur-Layon/Cormeray/Coteaux-Sur-Loire/Couddes/Couffy/Cour-Cheverny/Courchamps/Couziers/Cravant-Les-Côteaux/Crouzilles/Curçay-Sur-Dive/Denée/Dierre/Distré/Doué-En-Anjou/Draché/Dénezé-Sous-Doué/Esvres/Faverolles-Sur-Cher/Fondettes/Fontevraud-L'Abbaye/Francueil/Fresnes/Genillé/Gennes-Val-De-Loire/Glénouze/Huillé-Lézigné/Huismes/Huisseau-Sur-Cosson/Ingrandes-Le Fresne Sur Loire/Jarzé Villages/Joué-Lès-Tours/L'Île-Bouchard/La Chapelle-Sur-Loire/La Croix-En-Touraine/La Possonnière/La Roche-Clermault/Langeais/Larçay/Le Controis-En-Sologne/Le Coudray-Macouard/Le Puy-Notre-Dame/Lerné/Les Garennes Sur Loire/Les Montils/Les Trois-Moutiers/Les Ulmes/Lignières-De-Touraine/Ligré/Limeray/Loretz-D'Argenton/Louresse-Rochemenier/Louzy/Lussault-Sur-Loire/Luynes/Luzillé/Lys-Haut-Layon/Lémeré/Mareuil-Sur-Cher/Marçay/Maslives/Mauges-Sur-Loire/Mazé-Milon/Mesland/Meusnes/Mont-Près-Chambord/Monteaux/Monthou-Sur-Bièvre/Monthou-Sur-Cher/Montilliers/Montlivault/Montlouis-Sur-Loire/Montreuil-Bellay/Montreuil-En-Touraine/Montrichard Val De Cher/Montsoreau/Mosnes/Mozé-Sur-Louet/Muides-Sur-Loire/Méhers/Mûrs-Erigné/Nazelles-Négron/Neuillé-Le-Lierre/Noizay/Noyers-Sur-Cher/Oisly/Orée D'Anjou/Panzoult/Parnay/Parçay-Meslay/Passavant-Sur-Layon/Plaine-Et-Vallées/Pocé-Sur-Cisse/Pont-De-Ruan/Pontlevoy/Pouançay/Pouillé/Ranton/Razines/Restigné/Reugny/Rigny-Ussé/Rilly-Sur-Loire/Rivarennes/Rives-Du-Loir-En-Anjou/Rivière/Rochecorbon/Rochefort-Sur-Loire/Rou-Marson/Saché/Saint-Aignan/Saint-Avertin/Saint-Benoît-La-Forêt/Saint-Claude-De-Diray/Saint-Cyr-La-Lande/Saint-Dyé-Sur-Loire/Saint-Georges-Sur-Cher/Saint-Georges-Sur-Loire/Saint-Germain-Des-Prés/Saint-Germain-Sur-Vienne/Saint-Julien-De-Chédon/Saint-Just-Sur-Dive/Saint-Laurent-Nouan/Saint-Léger-De-Montbrillais/Saint-Macaire-Du-Bois/Saint-Martin-De-Mâcon/Saint-Martin-De-Sanzay/Saint-Martin-Le-Beau/Saint-Melaine-Sur-Aubance/Saint-Nicolas-De-Bourgueil/Saint-Ouen-Les-Vignes/Saint-Romain-Sur-Cher/Saint-Règle/Saint-Étienne-De-Chigny/Sainte-Gemmes-Sur-Loire/Sainte-Maure-De-Touraine/Sainte-Verge/Saix/Sambin/Sassay/Saumur/Savennières/Savigny-En-Véron/Savonnières/Sazilly/Seigy/Seuilly/Seur/Soings-En-Sologne/Soulaines-Sur-Aubance/Souvigny-De-Touraine/Souzay-Champigny/Tavant/Ternay/Terranjou/Theneuil/Thilouze/Thizay/Thouars/Thésée/Tour-En-Sologne/Tours/Tourtenay/Tuffalun/Turquant/Val En Vignes/Val-Du-Layon/Valaire/Valencisse/Vallières-Les-Grandes/Valloire-Sur-Cisse/Vallères/Varennes-Sur-Loire/Varrains/Vaudelnay/Vernou-Sur-Brenne/Veuzain-Sur-Loire/Villaines-Les-Rochers/Vineuil/Vouvray/Véretz/Épeigné-Les-Bois/Épieds,04/11/2021
FR,PDO-FR-A0392,Côtes de Provence,1973-09-18,Wine,Barbaroux Rs/Cabernet Sauvignon N/Calitor N/Carignan N/Cinsaut N/Clairette B/Grenache N/Mourvèdre N/Semillon B/Syrah N/Tibouren N/Ugni Blanc B/Vermentino B,na,66,na,na,Allowed,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000323,Allauch/Bagnols-En-Forêt/Besse-Sur-Issole/Bormes-Les-Mimosas/Bouc-Bel-Air/Cabasse/Callas/Carcès/Carnoules/Carqueiranne/Cavalaire-Sur-Mer/Ceyreste/Châteauneuf-Le-Rouge/Cogolin/Collobrières/Correns/Cotignac/Cuers/Cuges-Les-Pins/Draguignan/Entrecasteaux/Figanières/Flassans-Sur-Issole/Flayosc/Fréjus/Gassin/Gonfaron/Grimaud/Hyères/La Cadière-D'Azur/La Ciotat/La Crau/La Croix-Valmer/La Farlède/La Garde/La Garde-Freinet/La Londe-Les-Maures/La Motte/La Môle/La Valette-Du-Var/Le Beausset/Le Cannet-Des-Maures/Le Castellet/Le Luc/Le Muy/Le Plan-De-La-Tour/Le Pradet/Le Tholonet/Le Thoronet/Les Arcs/Les Mayons/Lorgues/Meyreuil/Mimet/Montfort-Sur-Argens/Peynier/Pierrefeu-Du-Var/Pignans/Pourcieux/Pourrières/Puget-Ville/Puget-Sur-Argens/Puyloubier/Ramatuelle/Roquebrune-Sur-Argens/Roquefort-La-Bédoule/Rousset/Saint-Antonin-Du-Var/Saint-Cyr-Sur-Mer/Saint-Paul-En-Forêt/Saint-Raphaël/Saint-Tropez/Sainte-Maxime/Sanary-Sur-Mer/Seillans/Simiane-Collongue/Six-Fours-Les-Plages/Solliès-Pont/Taradeau/Trans-En-Provence/Trets/Vidauban/Villars-Sur-Var/Évenos,04/11/2021
FR,PDO-FR-A0393,Jasnières,1973-09-18,Wine,Chenin B,na,63,na,5500,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000001283,Lhomme/Loir En Vallée,04/11/2021
FR,PDO-FR-A0394,Coteaux du Giennois,1973-09-18,Wine,Gamay N/Pinot Noir N/Sauvignon B,na,75,na,5700,Allowed,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000001181,Alligny-Cosne/Beaulieu-Sur-Loire/Bonny-Sur-Loire/Briare/Cosne-Cours-Sur-Loire/Gien/La Celle-Sur-Loire/Myennes/Neuvy-Sur-Loire/Ousson-Sur-Loire/Pougny/Saint-Loup/Saint-Père/Thou,04/11/2021
FR,PDO-FR-A0395,Chinon,1973-09-18,Wine,Cabernet Franc N/Cabernet Sauvignon N/Chenin B,na,69,na,4500,na,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000001214,Anché/Avoine/Avon-Les-Roches/Beaumont-En-Véron/Brizay/Candes-Saint-Martin/Chinon/Cinais/Couziers/Cravant-Les-Côteaux/Crouzilles/Huismes/L'Île-Bouchard/La Roche-Clermault/Lerné/Ligré/Panzoult/Rivière/Saint-Benoît-La-Forêt/Saint-Germain-Sur-Vienne/Savigny-En-Véron/Sazilly/Seuilly/Tavant/Theneuil/Thizay,04/11/2021
FR,PDO-FR-A0396,Cassis,1973-09-18,Wine,Barbaroux Rs/Bourboulenc B/Carignan N/Cinsaut N/Clairette B/Grenache N/Marsanne B/Mourvèdre N/Pascal B/Sauvignon B/Terret Blanc B/Terret Noir N/Ugni Blanc B,na,45,na,na,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000126,Cassis,04/11/2021
FR,PDO-FR-A0397,Coteaux de Die,1996-11-15,Wine,Clairette B/Clairette Rose Rs,na,60,na,na,Allowed,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000223,Aouste-Sur-Sye/Aubenasson/Aurel/Barnave/Barsac/Beaufort-Sur-Gervanne/Châtillon-En-Diois/Die/Espenel/Laval-D'Aix/Luc-En-Diois/Menglon/Mirabel-Et-Blacons/Montclar-Sur-Gervanne/Montlaur-En-Diois/Montmaur-En-Diois/Piégros-La-Clastre/Ponet-Et-Saint-Auban/Pontaix/Poyols/Recoubeau-Jansac/Saillans/Saint-Benoit-En-Diois/Saint-Roman/Saint-Sauveur-En-Diois/Sainte-Croix/Solaure En Diois/Suze/Vercheny/Véronne,04/11/2021
FR,PDO-FR-A0398,Saint-Péray,1973-09-18,Quality Sparkling Wine/Wine,Marsanne B/Roussanne B,na,60,na,4000,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000261,Saint-Péray/Toulaud,04/11/2021
FR,PDO-FR-A0399,Ventoux,2011-12-09,Wine,Bourboulenc B/Carignan N/Cinsaut N/Clairette B/Counoise N/Grenache Blanc B/Grenache N/Marsanne B/Marselan N/Mourvèdre N/Piquepoul Noir N/Roussanne B/Syrah N/Vermentino B/Viognier B,na,66,na,na,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000404,Apt/Aubignan/Beaumettes/Beaumont-Du-Ventoux/Blauvac/Bonnieux/Bédoin/Cabrières-D'Avignon/Caromb/Carpentras/Caseneuve/Crestet/Crillon-Le-Brave/Entrechaux/Flassan/Fontaine-De-Vaucluse/Gargas/Gignac/Gordes/Goult/Joucas/La Roque-Sur-Pernes/Lagnes/Le Barroux/Le Beaucet/Lioux/Loriol-Du-Comtat/Malaucène/Malemort-Du-Comtat/Maubec/Mazan/Modène/Mormoiron/Murs/Méthamis/Pernes-Les-Fontaines/Robion/Roussillon/Rustrel/Saignon/Saint-Didier/Saint-Hippolyte-Le-Graveyron/Saint-Martin-De-Castillon/Saint-Pantaléon/Saint-Pierre-De-Vassols/Saint-Saturnin-Lès-Apt/Saumane-De-Vaucluse/Venasque/Viens/Villars/Villes-Sur-Auzon,04/11/2021
FR,PDO-FR-A0400,Orléans-Cléry,2011-12-09,Wine,Cabernet Franc N,na,55,na,5000,na,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000001301,Cléry-Saint-André/Mareau-Aux-Prés/Mézières-Lez-Cléry/Olivet/Saint-Hilaire-Saint-Mesmin,04/11/2021
FR,PDO-FR-A0401,Côte de Beaune-Villages,1973-09-18,Wine,Chardonnay B/Pinot Blanc B/Pinot Gris G/Pinot Noir N,na,58,na,9000,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000001421,Auxey-Duresses/Chassagne-Montrachet/Cheilly-Lès-Maranges/Chorey-Les-Beaune/Dezize-Lès-Maranges/Ladoix-Serrigny/Meursault/Monthelie/Pernand-Vergelesses/Puligny-Montrachet/Remigny/Saint-Aubin/Saint-Romain/Sampigny-Lès-Maranges/Santenay/Savigny-Lès-Beaune,04/11/2021
FR,PDO-FR-A0402,Montrachet,1973-09-18,Wine,Chardonnay B,na,54,na,9000,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000001582,Chassagne-Montrachet/Puligny-Montrachet,04/11/2021
FR,PDO-FR-A0403,Montagny,1973-09-18,Wine,Chardonnay B,na,64,na,8000,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002465,Buxy/Jully-Lès-Buxy/Montagny-Lès-Buxy/Saint-Vallerin,04/11/2021
FR,PDO-FR-A0404,Mercurey,1973-09-18,Wine,Chardonnay B/Pinot Gris G/Pinot Noir N,na,64,na,8000,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002442,Mercurey/Saint-Martin-Sous-Montaigu,04/11/2021
FR,PDO-FR-A0405,Anjou-Coteaux de la Loire,1973-09-18,Wine,Chenin B,na,40,na,4000,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000285,Bouchemaine/Chalonnes-Sur-Loire/Champtocé-Sur-Loire/Ingrandes-Le Fresne Sur Loire/La Possonnière/Mauges-Sur-Loire/Saint-Georges-Sur-Loire/Saint-Germain-Des-Prés,04/11/2021
FR,PDO-FR-A0406,Entre-deux-Mers,1973-09-18,Wine,Colombard B/Mauzac B/Merlot Blanc B/Muscadelle B/Sauvignon B/Sauvignon Gris G/Semillon B/Ugni Blanc B,na,75,8000,4500,Allowed,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000001988,Ambarès-Et-Lagrave/Artigues-Près-Bordeaux/Auriolles/Bagas/Baigneaux/Baron/Bellebat/Bellefond/Beychac-Et-Caillau/Blasimon/Blésignac/Bonnetan/Bossugan/Branne/Cabara/Cadarsac/Camarsac/Camiac-Et-Saint-Denis/Camiran/Casseuil/Castelmoron-D'Albret/Castelviel/Caumont/Cazaugitat/Cessac/Civrac-Sur-Dordogne/Cleyrac/Coirac/Coubeyrac/Courpiac/Cours-De-Monségur/Coutures/Croignon/Créon/Cursan/Daignac/Dardenac/Daubèze/Dieulivol/Doulezon/Escoussans/Espiet/Faleyras/Fargues-Saint-Hilaire/Flaujagues/Fossès-Et-Baleyssac/Frontenac/Gironde-Sur-Dropt/Gornac/Grézillac/Guillac/Génissac/Izon/Jugazan/Juillac/La Réole/La Sauve/Ladaux/Lamothe-Landerron/Landerrouet-Sur-Ségur/Le Pout/Le Puy/Les Esseintes/Lignan-De-Bordeaux/Listrac-De-Durèze/Loubens/Loupes/Lugaignac/Lugasson/Madirac/Martres/Mauriac/Mesterrieux/Mongauzy/Monségur/Montagoudin/Montignac/Montussan/Morizès/Mouliets-Et-Villemartin/Moulon/Mourens/Mérignas/Naujan-Et-Postiac/Neuffons/Nérigean/Pompignac/Porte-De-Benauge/Pujols/Rauzan/Rimons/Romagne/Roquebrune/Ruch/Sadirac/Saint-Antoine-Du-Queyret/Saint-Aubin-De-Branne/Saint-Brice/Saint-Exupéry/Saint-Ferme/Saint-Félix-De-Foncaude/Saint-Genis-Du-Bois/Saint-Genès-De-Lombaud/Saint-Germain-Du-Puch/Saint-Hilaire-De-La-Noaille/Saint-Hilaire-Du-Bois/Saint-Jean-De-Blaignac/Saint-Loubès/Saint-Léon/Saint-Martin-De-Lerm/Saint-Martin-Du-Puy/Saint-Michel-De-Lapujade/Saint-Pey-De-Castets/Saint-Pierre-De-Bat/Saint-Quentin-De-Baron/Saint-Sulpice-De-Guilleragues/Saint-Sulpice-De-Pommiers/Saint-Sulpice-Et-Cameyrac/Saint-Sève/Saint-Vincent-De-Pertignas/Saint-Vivien-De-Monségur/Sainte-Florence/Sainte-Gemme/Sainte-Radegonde/Sallebœuf/Sauveterre-De-Guyenne/Soulignac/Soussac/Taillecavat/Targon/Tizac-De-Curton/Tresses,04/11/2021
FR,PDO-FR-A0407,Sainte-Foy-Bordeaux,1973-09-18,Liqueur Wine/Wine,Cabernet Franc N/Cabernet Sauvignon N/Carmenère N/Colombard B/Cot N/Merlot N/Muscadelle B/Petit Verdot N/Sauvignon B/Sauvignon Gris G/Semillon B/Ugni Blanc B,na,72,na,4500,na,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002011,Caplong/Eynesse/Gensac/La Roquille/Landerrouat/Les Lèves-Et-Thoumeyragues/Ligueux/Margueron/Massugas/Pellegrue/Pessac-Sur-Dordogne/Pineuilh/Riocaud/Saint-André-Et-Appelles/Saint-Avit-Saint-Nazaire/Saint-Avit-De-Soulège/Saint-Philippe-Du-Seignal/Saint-Quentin-De-Caplong/Sainte-Foy-La-Grande,04/11/2021
FR,PDO-FR-A0408,Saint-Sardos,1978-03-17,Wine,Cabernet Franc N/Merlot N/Syrah N/Tannat N,na,63,na,4000,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002012,Beaumont-De-Lomagne/Beaupuy/Belbèze-En-Lomagne/Bellesserre/Bouillac/Bourret/Comberouger/Cordes-Tolosannes/Escazeaux/Faudoas/Gariès/Labourgade/Lafitte/Lagraulet-Saint-Nicolas/Larrazet/Le Burgaud/Mas-Grenier/Montaïn/Saint-Sardos/Savenès/Sérignac/Verdun-Sur-Garonne/Vigueron,04/11/2021
FR,PDO-FR-A0409,Côte de Nuits-Villages / Vins fins de la Côte de Nuits,1973-09-18,Wine,Chardonnay B/Pinot Blanc B/Pinot Gris G/Pinot Noir N,na,64,na,9000,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000001604,Brochon/Comblanchien/Corgoloin/Fixin/Premeaux-Prissey,04/11/2021
FR,PDO-FR-A0410,Alsace grand cru Kanzlerberg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002027,Bergheim,04/11/2021
FR,PDO-FR-A0411,Alsace grand cru Mambourg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002031,Kaysersberg Vignoble,04/11/2021
FR,PDO-FR-A0412,Alsace grand cru Osterberg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002035,Ribeauvillé,04/11/2021
FR,PDO-FR-A0413,Alsace grand cru Ollwiller,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002034,Wuenheim,04/11/2021
FR,PDO-FR-A0414,Alsace grand cru Kessler,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002028,Guebwiller,04/11/2021
FR,PDO-FR-A0415,Alsace grand cru Schlossberg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002041,Kaysersberg Vignoble,04/11/2021
FR,PDO-FR-A0416,Alsace grand cru Sommerberg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002043,Katzenthal/Niedermorschwihr,04/11/2021
FR,PDO-FR-A0417,Alsace grand cru Muenchberg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002061,Nothalten,04/11/2021
FR,PDO-FR-A0418,Alsace grand cru Schoenenbourg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002042,Kaysersberg Vignoble/Riquewihr,04/11/2021
FR,PDO-FR-A0419,Alsace grand cru Kastelberg,1999-02-19,Wine,Gewürztraminer Rs/Muscat Ottonel B/Muscat À Petits Grains Blancs B/Muscat À Petits Grains Roses Rs/Pinot Gris G/Riesling B,na,66,na,4500,Prohibited,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002058,Andlau,04/11/2021
FR,PDO-FR-A0485,Bandol,1973-09-18,Wine,Bourboulenc B/Carignan N/Cinsaut N/Clairette B/Grenache N/Marsanne B/Mourvèdre N/Sauvignon B/Semillon B/Syrah N/Ugni Blanc B/Vermentino B,na,40,na,5000,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000101,Bandol/La Cadière-D'Azur/Le Beausset/Le Castellet/Ollioules/Saint-Cyr-Sur-Mer/Sanary-Sur-Mer/Évenos,04/11/2021
FR,PDO-FR-A0486,Clairette du Languedoc,1973-09-18,Liqueur Wine/Wine,Clairette B,na,60,na,4000,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000541,Adissan/Aspiran/Cabrières/Ceyras/Fontès/Le Bosc/Lieuran-Cabrières/Nizas/Paulhan/Péret/Saint-André-De-Sangonis,04/11/2021
FR,PDO-FR-A0487,Crémant de Die,1996-11-15,Quality Sparkling Wine,Aligoté B/Clairette B/Muscat À Petits Grains Blancs B,na,70,na,na,Allowed,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000405,Aouste-Sur-Sye/Aubenasson/Aurel/Barnave/Barsac/Beaufort-Sur-Gervanne/Châtillon-En-Diois/Die/Espenel/Laval-D'Aix/Luc-En-Diois/Menglon/Mirabel-Et-Blacons/Montclar-Sur-Gervanne/Montlaur-En-Diois/Montmaur-En-Diois/Piégros-La-Clastre/Ponet-Et-Saint-Auban/Pontaix/Poyols/Recoubeau-Jansac/Saillans/Saint-Benoit-En-Diois/Saint-Roman/Saint-Sauveur-En-Diois/Sainte-Croix/Solaure En Diois/Suze/Vercheny/Véronne,04/11/2021
